section,pdf_page,codebook_page,question_id,variable,length,label,question_text,notes,value_count
RECODED DRUG USE,168,130,IRMJRC,MRJYR,1,RC-MARIJUANA - PAST YEAR USE,,,2
RECODED DRUG USE,168,130,IRMJRC,MRJMON,1,RC-MARIJUANA - PAST MONTH USE,,,2
RECODED DRUG USE,168,130,IRCOCRC,COCFLAG,1,RC-COCAINE - EVER USED,,,2
RECODED DRUG USE,168,130,IRCOCRC,COCYR,1,RC-COCAINE - PAST YEAR USE,,,2
RECODED DRUG USE,168,130,IRCOCRC,COCMON,1,RC-COCAINE - PAST MONTH USE,,,2
RECODED DRUG USE,168,130,IRCRKRC,CRKFLAG,1,"RC-""CRACK"" - EVER USED",,,2
RECODED DRUG USE,168,130,IRCRKRC,CRKYR,1,"RC-""CRACK"" - PAST YEAR USE",,,2
RECODED DRUG USE,168,130,IRCRKRC,CRKMON,1,"RC-""CRACK"" - PAST MONTH USE",,,2
RECODED DRUG USE,168,130,IRHERRC,HERFLAG,1,RC-HEROIN - EVER USED,,,2
RECODED DRUG USE,169,131,IRHERRC,HERYR,1,RC-HEROIN - PAST YEAR USE,,,2
RECODED DRUG USE,169,131,IRHERRC,HERMON,1,RC-HEROIN - PAST MONTH USE,,,2
RECODED DRUG USE,169,131,IRHALLUCREC,HALLUCFLAG,1,RC-HALLUCINOGENS - EVER USED,,,2
RECODED DRUG USE,169,131,IRHALLUCREC,HALLUCYR,1,RC-HALLUCINOGENS - PAST YEAR USE,,,2
RECODED DRUG USE,169,131,IRHALLUCREC,HALLUCMON,1,RC-HALLUCINOGENS - PAST MONTH USE,,,2
RECODED DRUG USE,169,131,IRLSDRC,LSDFLAG,1,RC-LSD - EVER USED,,,2
RECODED DRUG USE,169,131,IRLSDRC,LSDYR,1,RC-LSD - PAST YEAR USE,,,2
RECODED DRUG USE,169,131,IRLSDRC,LSDMON,1,RC-LSD - PAST MONTH USE,,,2
RECODED DRUG USE,169,131,IRPCPRC,PCPFLAG,1,RC-PCP - EVER USED,,,2
RECODED DRUG USE,169,131,IRPCPRC,PCPYR,1,RC-PCP - PAST YEAR USE,,,2
RECODED DRUG USE,170,132,IRPCPRC,PCPMON,1,RC-PCP - PAST MONTH USE,,,2
RECODED DRUG USE,170,132,IRECSTMOREC,ECSTMOFLAG,1,RC-ECSTASY - EVER USED,,,2
RECODED DRUG USE,170,132,IRECSTMOREC,ECSTMOYR,1,RC-ECSTASY - PAST YEAR USE,,,2
RECODED DRUG USE,170,132,IRECSTMOREC,ECSTMOMON,1,RC-ECSTASY - PAST MONTH USE,,,2
RECODED DRUG USE,170,132,IRDAMTFXREC,DAMTFXFLAG,1,RC-DMT/AMT/FOXY - EVER USED,,,2
RECODED DRUG USE,170,132,IRDAMTFXREC,DAMTFXYR,1,RC-DMT/AMT/FOXY - PAST YEAR USE,,,2
RECODED DRUG USE,170,132,IRDAMTFXREC,DAMTFXMON,1,RC-DMT/AMT/FOXY - PAST MONTH USE,,,2
RECODED DRUG USE,170,132,IRKETMINREC,KETMINFLAG,1,RC-KETAMINE - EVER USED,,,2
RECODED DRUG USE,170,132,IRKETMINREC,KETMINYR,1,RC-KETAMINE - PAST YEAR USE,,,2
RECODED DRUG USE,170,132,IRKETMINREC,KETMINMON,1,RC-KETAMINE - PAST MONTH USE,,,2
RECODED DRUG USE,171,133,IRSALVIAREC,SALVIAFLAG,1,RC-SALVIA - EVER USED,,,2
RECODED DRUG USE,171,133,IRSALVIAREC,SALVIAYR,1,RC-SALVIA - PAST YEAR USE,,,2
RECODED DRUG USE,171,133,IRSALVIAREC,SALVIAMON,1,RC-SALVIA - PAST MONTH USE,,,2
RECODED DRUG USE,171,133,IRINHALREC,INHALFLAG,1,RC-INHALANTS - EVER USED,,,2
RECODED DRUG USE,171,133,IRINHALREC,INHALYR,1,RC-INHALANTS - PAST YEAR USE,,,2
RECODED DRUG USE,171,133,IRINHALREC,INHALMON,1,RC-INHALANTS - PAST MONTH USE,,,2
RECODED DRUG USE,171,133,IRMETHAMREC,METHAMFLAG,1,RC-METHAMPHETAMINE - EVER USED,,,2
RECODED DRUG USE,171,133,IRMETHAMREC,METHAMYR,1,RC-METHAMPHETAMINE - PAST YEAR USE,,,2
RECODED DRUG USE,171,133,IRMETHAMREC,METHAMMON,1,RC-METHAMPHETAMINE - PAST MONTH USE,,"NOTE: The following 16 variables refer to any use of prescription drugs. Any Use of prescription drugs is defined as either the use of one's own prescription medication as directed by a doctor or the misuse of prescription drugs. Misuse of prescription drugs is defined as use in any way not directed by a doctor, including use without a prescription of one's own medication; use in greater amounts, more often, or longer than told to take a drug; or use in any other way not directed by a doctor. Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of prescription pain relievers (ever used/ever misused) in analysis.",2
RECODED DRUG USE,172,134,IRPNRANYREC,PNRANYFLAG,1,RC-ANY PAIN RELIEVER - EVER USED,,,2
RECODED DRUG USE,172,134,IRPNRANYREC,PNRANYYR,1,RC-ANY PAIN RELIEVER - PAST YEAR USE,,,2
RECODED DRUG USE,172,134,IROXCNANYYR,OXYCNANYYR,1,RC-OXYCONTIN - PAST YEAR USE,,,2
RECODED DRUG USE,172,134,IRTRQANYREC,TRQANYFLAG,1,RC-ANY TRANQUILIZERS - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of prescription tranquilizers (ever used/ever misused) in analysis.",,2
RECODED DRUG USE,172,134,IRTRQANYREC,TRQANYYR,1,RC-ANY TRANQUILIZERS - PAST YEAR USE,,,2
RECODED DRUG USE,172,134,IRSTMANYREC,STMANYFLAG,1,RC-ANY STIMULANTS - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of prescription stimulants (ever used/ever misused) in analysis.",,2
RECODED DRUG USE,172,134,IRSTMANYREC,STMANYYR,1,RC-ANY STIMULANTS - PAST YEAR USE,,,2
RECODED DRUG USE,172,134,IRSEDANYREC,SEDANYFLAG,1,RC-ANY SEDATIVES - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of prescription sedatives (ever used/ever misused) in analysis.",,2
RECODED DRUG USE,173,135,IRSEDANYREC,SEDANYYR,1,RC-ANY SEDATIVES - PAST YEAR USE,,,2
RECODED DRUG USE,173,135,"SEDANYFLAG, TRQANYFLAG",TQSDANYFLG,1,RC-ANY TRANQUILIZERS OR SEDATIVES - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime any use of tranquilizers or sedatives in analysis.",,2
RECODED DRUG USE,173,135,"SEDANYYR, TRQANYYR",TQSDANYYR,1,RC-ANY TRANQUILIZERS OR SEDATIVES - PAST YEAR USE,,,2
RECODED DRUG USE,173,135,"SEDANYYR, SVBZOANYYR, TRBZOANYYR, TRQANYYR",BZOANYYR,1,RC - ANY BENZODIAZEPINES - PAST YEAR USE,"The following variable for any past year use of Any Benzodiazepines, BZOANYYR, was assigned a positive response if a respondent indicated any past year use of Benzodiazepine Tranquilizers (TRBZOANYYR=1), any past year use of Benzodiazepine Sedatives (SVBZOANYYR=1), past year misuse of Benzodiazepine Tranquilizers that were specified as other Sedatives, or past year misuse of Benzodiazepine Sedatives that were specified as other Tranquilizers. This is the base variable for past year use of any Benzodiazepines imputation, IRBZOANYYR.",,3
RECODED DRUG USE,173,135,"PNRANYFLAG, SEDANYFLAG, STMANYFLAG, TRQANYFLAG",PSYANYFLAG,1,RC-ANY PSYCHOTHERAPEUTICS - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of any prescription psychotherapeutics (ever used/ever misused) in analysis.",,2
RECODED DRUG USE,173,135,"PNRANYYR, SEDANYYR, STMANYYR, TRQANYYR",PSYANYYR,1,RC-ANY PSYCHOTHERAPEUTICS - PAST YEAR USE,,,2
RECODED DRUG USE,173,135,"HERYR, PNRANYYR",OPIANYYR,1,RC-ANY OPIOIDS - PAST YEAR USE,,,2
RECODED DRUG USE,173,135,"COCYR, METHAMYR, STMANYYR",CNSANYYR,1,RC-ANY CENTRAL NERVOUS SYSTEM STIMULANTS - PAST YEAR USE,,"NOTE: The following 25 variables refer to the misuse of prescription drugs. Misuse of prescription drugs is defined as use in any way not directed by a doctor, including use without a prescription of one's own medication; use in greater amounts, more often, or longer than told to take a drug; or use in any other way not directed by a doctor. Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription pain relievers (ever misused) in analysis.",2
RECODED DRUG USE,174,136,IRPNRNMREC,PNRNMFLAG,1,RC-PAIN RELIEVERS - EVER MISUSED,,,2
RECODED DRUG USE,174,136,IRPNRNMREC,PNRNMYR,1,RC-PAIN RELIEVERS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,174,136,IRPNRNMREC,PNRNMMON,1,RC-PAIN RELIEVERS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,174,136,IROXCNNMYR,OXYCNNMYR,1,RC-OXYCONTIN - PAST YEAR MISUSE,,,2
RECODED DRUG USE,174,136,IRTRQNMREC,TRQNMFLAG,1,RC-TRANQUILIZERS - EVER MISUSED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription tranquilizers (ever misused) in analysis.",,2
RECODED DRUG USE,174,136,IRTRQNMREC,TRQNMYR,1,RC-TRANQUILIZERS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,174,136,IRTRQNMREC,TRQNMMON,1,RC-TRANQUILIZERS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,174,136,IRSTMNMREC,STMNMFLAG,1,RC-STIMULANTS - EVER MISUSED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription stimulants (ever misused) in analysis.",,2
RECODED DRUG USE,175,137,IRSTMNMREC,STMNMYR,1,RC-STIMULANTS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,175,137,IRSTMNMREC,STMNMMON,1,RC-STIMULANTS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,175,137,IRSEDNMREC,SEDNMFLAG,1,RC-SEDATIVES - EVER MISUSED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription sedatives (ever misused) in analysis.",,2
RECODED DRUG USE,175,137,IRSEDNMREC,SEDNMYR,1,RC-SEDATIVES - PAST YEAR MISUSE,,,2
RECODED DRUG USE,175,137,IRSEDNMREC,SEDNMMON,1,RC-SEDATIVES - PAST MONTH MISUSE,,,2
RECODED DRUG USE,175,137,"SEDNMFLAG, TRQNMFLAG",TQSDNMFLAG,1,RC-TRANQUILIZERS OR SEDATIVES - EVER MISUSED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of tranquilizers or sedatives (ever misused) in analysis.",,2
RECODED DRUG USE,175,137,"SEDNMYR, TRQNMYR",TQSDNMYR,1,RC-TRANQUILIZERS OR SEDATIVES - PAST YEAR MISUSE,,,2
RECODED DRUG USE,175,137,"SEDNMMON, TRQNMMON",TQSDNMMON,1,RC-TRANQUILIZERS OR SEDATIVES - PAST MONTH MISUSE,,,2
RECODED DRUG USE,175,137,"SEDNMYR, SVBZONMYR, TRBZONMYR, TRQNMYR",BZONMYR,1,RC - ANY BENZODIAZEPINES - PAST YEAR MISUSE,"The following variable for any past year misuse of Any Benzodiazepines, BZONMYR, was assigned a positive response if a respondent indicated past year misuse of Benzodiazepine Tranquilizers (TRBZONMYR=1), past year misuse of Benzodiazepine Sedatives (SVBZONMYR=1), past year misuse of Benzodiazepine Tranquilizers that were specified as other Sedatives, or past year misuse of Benzodiazepine Sedatives that were specified as other Tranquilizers. This is the base variable for past year misuse of any Benzodiazepines imputation, IRBZONMYR.",,3
RECODED DRUG USE,176,138,"PNRNMFLAG, SEDNMFLAG, STMNMFLAG, TRQNMFLAG",PSYCHFLAG,1,RC-ANY PSYCHOTHERAPEUTICS - EVER MISUSED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of any prescription psychotherapeutics (ever misused) in analysis.",,2
RECODED DRUG USE,176,138,"PNRNMYR, SEDNMYR, STMNMYR, TRQNMYR",PSYCHYR,1,RC-ANY PSYCHOTHERAPEUTICS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,176,138,"PNRNMMON, SEDNMMON, STMNMMON, TRQNMMON",PSYCHMON,1,RC-ANY PSYCHOTHERAPEUTICS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,176,138,"HERYR, PNRNMYR",OPINMYR,1,RC-OPIOIDS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,176,138,"HERMON, PNRNMMON",OPINMMON,1,RC-OPIOIDS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,176,138,"HERYR, PNRNMYR",HERPNRYR,1,RC-HEROIN USE AND/OR PAIN RELIEVER MISUSE - PAST YEAR,,,4
RECODED DRUG USE,176,138,"COCYR, METHAMYR, STMNMYR",CNSNMYR,1,RC-CENTRAL NERVOUS SYSTEM STIMULANTS - PAST YEAR MISUSE,,,2
RECODED DRUG USE,176,138,"COCMON, METHAMMON, STMNMMON",CNSNMMON,1,RC-CENTRAL NERVOUS SYSTEM STIMULANTS - PAST MONTH MISUSE,,,2
RECODED DRUG USE,176,138,,ILLFLAG,1,RC-ANY ILLICIT DRUG - EVER USED,"(COCFLAG, HALLUCFLAG, HERFLAG, INHALFLAG, METHAMFLAG, MRJFLAG, PNRNMFLAG, SEDNMFLAG, STMNMFLAG, TRQNMFLAG)",,2
RECODED DRUG USE,177,139,"COCYR, HALLUCYR, HERYR, INHALYR, METHAMYR, MRJYR, PNRNMYR, SEDNMYR, STMNMYR, TRQNMYR",ILLYR,1,RC-ANY ILLICIT DRUG - PAST YEAR USE,,,2
RECODED DRUG USE,177,139,"COCMON, HALLUCMON, HERMON, INHALMON, METHAMMON, MRJMON, PNRNMMON, SEDNMMON, STMNMMON, TRQNMMON",ILLMON,1,RC-ANY ILLICIT DRUG - PAST MONTH USE,,,2
RECODED DRUG USE,177,139,,MJONLYFLAG,1,RC-MARIJUANA ONLY - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use of marijuana only variable in analysis. This variable may overestimate lifetime users of only marijuana. (COCFLAG, HALLUCFLAG, HERFLAG, INHALFLAG, METHAMFLAG, MRJFLAG, PNRNMFLAG, SEDNMFLAG, STMNMFLAG, TRQNMFLAG)",,2
RECODED DRUG USE,177,139,"COCYR, HALLUCYR, HERYR, INHALYR, METHAMYR, MRJYR, PNRNMYR, SEDNMYR, STMNMYR, TRQNMYR",MJONLYYR,1,RC-MARIJUANA ONLY - PAST YEAR USE,,,2
RECODED DRUG USE,177,139,"COCMON, HALLUCMON, HERMON, INHALMON, METHAMMON, MRJMON, PNRNMMON, SEDNMMON, STMNMMON, TRQNMMON",MJONLYMON,1,RC-MARIJUANA ONLY - PAST MONTH USE,,,2
RECODED DRUG USE,177,139,"COCFLAG, HALLUCFLAG, HERFLAG, INHALFLAG, METHAMFLAG, PSYCHFLAG",ILLEMFLAG,1,RC-ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use of illicit drugs other than marijuana variable in analysis. This caution does not apply to lifetime use of any illicit drug variable given it is dominated by lifetime marijuana use.",,2
RECODED DRUG USE,177,139,"COCYR, HALLUCYR, HERYR, INHALYR, METHAMYR, PSYCHYR",ILLEMYR,1,RC-ILLICIT DRUG OTHER THAN MARIJUANA - PAST YEAR,,,2
RECODED DRUG USE,177,139,"COCMON, HALLUCMON, HERMON, INHALMON, METHAMMON, PSYCHMON",ILLEMMON,1,RC-ILLICIT DRUG OTHER THAN MARIJUANA-PAST MONTH,,,2
RECODED DRUG USE,177,139,IRCDUAGE,CDUFLAG,1,RC-CIGARETTES DAILY - EVER USED,,,2
RECODED DRUG USE,178,140,IRCIGFM,DCIGMON,1,RC-PAST MONTH DAILY CIGARETTE USE,,,2
RECODED DRUG USE,178,140,"CDUFLAG, CIGMON",CDCGMO,1,RC-EVER USED CIG DAILY AND PAST MONTH CIG USE,,,2
RECODED DRUG USE,178,140,"CDUFLAG, CIGMON",CDNOCGMO,1,RC-EVER USED CIG DAILY AND NO PAST MONTH CIG USE,,,2
RECODED DRUG USE,178,140,IRALCBNG30D,BNGDRKMON,1,RC-BINGE ALCOHOL USE PAST 30 DAYS,"""Binge"" Alcohol Use, BNGDRKMON, is defined as drinking five or more drinks on the same occasion for males or four or more drinks on the same occasion for females on at least one day in the past 30 days. For this variable, ""occasion"" means at the same time or within a couple hours of each other.",,2
RECODED DRUG USE,178,140,IRALCBNG30D,HVYDRKMON,1,RC-HEAVY ALCOHOL USE PAST 30 DAYS,"Heavy Alcohol Use, HVYDRKMON, is defined as drinking five or more drinks on the same occasion for males or four or more drinks on the same occasion for females on each of 5 or more days in the past 30 days. For this variable, ""occasion"" means at the same time or within a couple hours of each other. All Heavy Alcohol Users are also ""Binge"" Alcohol Users.",,2
RECODED DRUG USE,178,140,"ALCFLAG, ILLFLAG, TOBFLAG",ILTOBALCFG,1,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALCOHOL - EVER USED",,,2
RECODED DRUG USE,178,140,"ALCYR, ILLYR, TOBYR",ILTOBALCYR,1,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALCOHOL - PAST YEAR USE",,,2
RECODED DRUG USE,178,140,"ALCMON, ILLMON, TOBMON",ILTOBALCMN,1,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALC - PAST MONTH USE",,,2
RECODED DRUG USE,178,140,"ALCMON, ILLMON",ILLALCMON,1,RC-ILLICIT DRUG OR ALCOHOL - PAST MONTH USE,,,2
RECODED DRUG USE,179,141,"ALCFLAG, TOBFLAG",TOBALCFLG,1,RC-TOBACCO PRODUCT OR ALCOHOL - EVER USED,,,2
RECODED DRUG USE,179,141,"ALCYR, TOBYR",TOBALCYR,1,RC-TOBACCO PRODUCT OR ALCOHOL - PAST YEAR USE,,,2
RECODED DRUG USE,179,141,"ALCMON, TOBMON",TOBALCMN,1,RC-TOBACCO PRODUCT OR ALCOHOL - PAST MONTH USE,,,2
RECODED DRUG USE,179,141,"ALCYR, ILLYR",ILLANDALC,1,RC-ILLICIT DRUG AND ALCOHOL USE - PAST YEAR USE,,,2
RECODED DRUG USE,179,141,"ALCYR, ILLYR",ILLORALC,1,RC-ILLICIT DRUG OR ALCOHOL USE - PAST YEAR USE,,,2
RECODED DRUG USE,179,141,"ALCFLAG, ILLFLAG",ILLALCFLG,1,RC-ILLICIT DRUG OR ALCOHOL - EVER USED,,NOTE: The following 15 variables pertain to the use of specific hallucinogens and inhalants. These variables were revised starting with the 2021 NSDUH so that respondents with unknown lifetime use of the indicated hallucinogen or inhalant were coded as a system missing.,2
RECODED DRUG USE,179,141,"HALLUCFLAG, PEYOTE",PEYOTEEVER,1,RC-EVER USED PEYOTE,,,3
RECODED DRUG USE,179,141,"HALLUCFLAG, MESC",MESCEVER,1,RC-EVER USED MESCALINE,,,3
RECODED DRUG USE,179,141,"HALLUCFLAG, PSILCY",PSILCYEVER,1,RC-EVER USED PSILOCYBIN (MUSHROOMS),,,3
RECODED DRUG USE,180,142,"AMYLNIT, INHALFLAG",AMYLNIEVER,1,"RC-EVER INHALED AMYL NITRITE, ""POPPERS"", RUSH, ETC.",,,3
RECODED DRUG USE,180,142,"CLEFLU, INHALFLAG",CLEFLUEVER,1,"RC-EVER INHALED CORRECTION FLUID, DEGREASER, ETC.",,,3
RECODED DRUG USE,180,142,"GAS, INHALFLAG",GASEVER,1,RC-EVER INHALED GASOLINE OR LIGHTER FLUID,,,3
RECODED DRUG USE,180,142,"GLUE, INHALFLAG",GLUEEVER,1,"RC-EVER INHALED GLUE, SHOE POLISH, OR TOLUENE",,,3
RECODED DRUG USE,180,142,"ETHER, INHALFLAG",ETHEREVER,1,"RC-EVER INHALED HALOTHANE, ETHER, OR OTHER ANESTHETIC",,,3
RECODED DRUG USE,180,142,"INHALFLAG, SOLVENT",SOLVENEVER,1,"RC-EVER INHALED LACQUER THINNER, OTHER PAINT SOLVENTS",,,3
RECODED DRUG USE,180,142,"INHALFLAG, LGAS",LGASEVER,1,"RC-EVER INHALED LIGHTER GASES (BUTANE, PROPANE)",,,3
RECODED DRUG USE,180,142,"INHALFLAG, NITOXID",NITOXIEVER,1,"RC-EVER INHALED NITROUS OXIDE OR ""WHIPPITS""",,,3
RECODED DRUG USE,180,142,"FELTMARKR, INHALFLAG",FLTMRKEVER,1,RC-EVER USED FELT-TIP PENS/MARKERS TO GET HIGH,,,3
RECODED DRUG USE,181,143,"INHALFLAG, SPPAINT",SPAINTEVER,1,RC-EVER INHALED SPRAY PAINTS,,,3
RECODED DRUG USE,181,143,"AIRDUSTER, INHALFLAG",AIRDUSEVER,1,RC-EVER USED COMPUTER CLEANER/AIR DUSTER TO GET HIGH,,,3
RECODED DRUG USE,181,143,"INHALFLAG, OTHAEROS",OTHAEREVER,1,RC-EVER USED OTHER AEROSOL SPRAY,,"NOTE: The following 12 variables pertain to prescription pain reliever subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific pain reliever subtype were coded as a system missing. The following variable for any past year use of Hydrocodone Products, RXHYDCANY, was assigned a positive response if a respondent indicated any past year use of Vicodin, Lortab, Norco, Zohydro ER, generic hydrocodone, or past year misuse of other pain relievers that contain hydrocodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Vicodin, Lortab, Norco, Zohydro ER, and generic hydrocodone.",3
RECODED DRUG USE,181,143,PNRANYYR,RXHYDCANY,1,RC-HYDROCODONE PRODUCTS - ANY PAST YEAR USE,,,3
RECODED DRUG USE,181,143,PNRANYYR,RXZOHYANY,1,RC-ZOHYDRO ER - ANY PAST YEAR USE,,,3
RECODED DRUG USE,181,143,"OXYCNANYYR, PNRANYYR",RXOXCOANY,1,RC-OXYCODONE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Oxycodone Products, RXOXCOANY, was assigned a positive response if a respondent indicated any past year use of OxyContin (OXYCNANYYR=1), Percocet, Percodan, Roxicodone, or generic oxycodone, or past year misuse of other pain relievers that contain oxycodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of OxyContin (OXYCNANYYR=0), Percocet, Percodan, Roxicodone, and generic oxycodone.",,3
RECODED DRUG USE,182,144,PNRANYYR,RXTRAMANY,1,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Tramadol Products, RXTRAMANY, was assigned a positive response if a respondent indicated any past year use of Ultram, Ultram ER, Ultracet, generic tramadol, or generic extended-release tramadol, or past year misuse of other pain relievers that contain tramadol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Ultram, Ultram ER, Ultracet, generic tramadol, and generic extended-release tramadol.",,3
RECODED DRUG USE,182,144,PNRANYYR,RXCODEANY,1,RC-CODEINE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Codeine Products, RXCODEANY, was assigned a positive response if a respondent indicated any past year use of Codeine, Tylenol with Codeine 3 or 4, or past year misuse of other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Codeine and Tylenol with Codeine 3 or 4.",,3
RECODED DRUG USE,182,144,PNRANYYR,RXMORPANY,1,RC-MORPHINE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Morphine Products, RXMORPANY, was assigned a positive response if a respondent indicated any past year use of Avinza, Kadian, MS Contin, generic morphine, or generic extended-release morphine, or past year misuse of other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine.",,3
RECODED DRUG USE,182,144,PNRANYYR,RXBUPRANY,1,RC-BUPRENORPHINE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Buprenorphine Products, RXBUPRANY, was assigned a positive response if a respondent indicated any past year use of Suboxone, or generic buprenorphine, or buprenorphine plus naloxone, or past year misuse of other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone.",,3
RECODED DRUG USE,182,144,PNRANYYR,RXOXYMANY,1,RC-OXYMORPHONE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Oxymorphone Products, RXOXYMANY, was assigned a positive response if a respondent indicated any past year use of Opana, Opana ER, generic oxymorphone, or generic extended-release oxymorphone, or past year misuse of other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone.",,3
RECODED DRUG USE,183,145,PNRANYYR,RXDEMEANY,1,RC-DEMEROL PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Demerol Products, RXDEMEANY, was assigned a positive response if a respondent indicated any past year use of Demerol, or past year misuse of other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Demerol.",,3
RECODED DRUG USE,183,145,PNRANYYR,RXHYDMANY,1,RC-HYDROMORPHONE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Hydromorphone Products, RXHYDMANY, was assigned a positive response if a respondent indicated any past year use of Dilaudid or generic hydromorphone, or Exalgo or generic extended-release hydromorphone, or past year misuse of other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Dilaudid or generic hydromorphone and Exalgo or generic extended- release hydromorphone.",,3
RECODED DRUG USE,183,145,PNRANYYR,RXMTDNANY,1,RC-METHADONE PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Methadone Products, RXMTDNANY, was assigned a positive response if a respondent indicated any past year use of Methadone, or past year misuse of other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Methadone.",,3
RECODED DRUG USE,183,145,PNRANYYR,OTHRPNRANY,1,RC-OTHER PAIN RELIEVER- ANY PAST YEAR USE,,"NOTE: The following nine variables pertain to prescription tranquilizer subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific tranquilizer subtype were coded as a system missing. The following variable for any past year use of Benzodiazepine Tranquilizers, RXBZOTANY, was assigned a positive response if a respondent indicated any past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products, generic lorazepam), clonazepam products, generic clonazepam), diazepam products, or generic diazepam), or past year misuse of other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam), lorazepam products (Ativan, generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam).",3
RECODED DRUG USE,183,145,"IRBZOANYYR, TRQANYYR",RXBZOTANY,1,RC-BENZODIAZEPINE TRANQUILIZERS - ANY PAST YEAR USE,,,3
