section,pdf_page,codebook_page,question_id,variable,length,label,question_text,notes,value_count
RECODED DRUG TREATMENT,414,376,"NDMORTXYR, NDTXYRADG",NDFLTXILAL,1,RC-FELT NEED FOR TRT FOR ILL DRG OR ALC USE - PST YR,,"NOTE: The following three variables pertain to respondents feeling a need and making an effort to obtain treatment in the past year. A respondent was classified as feeling a need for substance use treatment and making an effort to get substance use treatment in the past year, NDTXEFXXXX=1, if they felt a need for treatment for their substance use (NDFLTXXXX=1) and if they reported making an effort to get treatment (NDTXEFFRT=1,11) or reported making an effort to get ADDITIONAL treatment (NDMREFFRT=1). A respondent was classified as feeling a need for and NOT making an effort to get substance use treatment in the past year, NDTXEFTXXX=2, if they felt a need for treatment for their substance use (NDFLTXXXX=1) and if they made no effort/had unknown effort to get treatment (NDTXEFFRT=2, 12, 94, 97, 98) and made no effort/had unknown effort to get ADDITIONAL treatment (NDMREFFRT=2, 94, 97, 98).",2
RECODED DRUG TREATMENT,414,376,"NDFLTXALC, NDMREFFRT, NDTXEFFRT",NDTXEFTALC,1,RC-FELT NEED/MADE EFFORT FOR TRT FOR ALCOHOL USE - PST YR,,,3
RECODED DRUG TREATMENT,414,376,"NDFLTXILL, NDMREFFRT, NDTXEFFRT",NDTXEFTILL,1,RC-FELT NEED/MADE EFFORT FOR TRT FOR ILL DRG USE - PST YR,,,3
RECODED DRUG TREATMENT,414,376,"NDFLTXILAL, NDMREFFRT, NDTXEFFRT",NDTXEFILAL,1,RC-FLT NEED/MADE EFFORT FOR TRT FOR ILL DRG/ALC USE - PST YR,,"NOTE: The following three recoded variables define if a respondent needed treatment in the past year but did not receive treatment at a specialty facility (treatment gap). NOSPT5YRAL, TXNR5ILLMIS, and TXNR5ILALMIS are based on DSM-5 use disorder criteria; recodes based on DSM-5 use disorder criteria were used starting with the 2020 Detailed Tables. Specific information about the DSM-5 use disorder criteria used in these recodes can be found in the Nicotine Dependence and Substance Use Disorder Appendix. The following variable, NOSPT5YRAL, is defined as needing alcohol treatment in the past year, but not receiving alcohol treatment at a specialty facility. This treatment measure is referred to as a treatment gap.",3
RECODED DRUG TREATMENT,415,377,"TXND5YRALC, TXYRSPALC",NOSPT5YRAL,1,"RC-NEED TRT FOR ALC USE, NOT RCVD TRT SPEC FAC-PST YR-DSM-5",,,2
RECODED DRUG TREATMENT,415,377,"TXND5ILLMIS, TXYRSPILL",TXNR5ILLMIS,1,"RC-NEED TRT ILL DRG USE, NOT RCVD TRT SPC FAC-PY-DSM-5 - MIS","The following variable, TXNR5ILLMIS, is defined as needing illicit drug treatment in the past year, but not receiving illicit drug treatment at a specialty facility. This treatment measure is referred to as a treatment gap.",,2
RECODED DRUG TREATMENT,415,377,"TXND5ILALMIS, TXYRSPILAL",TXNR5ILALMIS,1,"RC-NEED TRT FOR SUB USE, NOT RCVD TRT SPC FAC-PY-DSM-5 -MIS","The following variable, TXNR5ILALMIS, is defined as needing illicit drug or alcohol treatment in the past year, but not receiving illicit drug or alcohol treatment at a specialty facility. This treatment measure is referred to as a treatment gap.",NOTE: The following 15 recoded variables contain respondent information about reasons for not receiving substance treatment in the past year or not receiving additional substance treatment in the past year.,2
RECODED DRUG TREATMENT,415,377,"NDFLTXILAL, NDMRNOCOV, NDTXNOCOV",NDTRNNOCOV,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C COULDNT AFFORD/NO INSUR,,,3
RECODED DRUG TREATMENT,415,377,"NDFLTXILAL, NDMRNOTPY, NDTXNOTPY",NDTRNNOTPY,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C INS DIDNT COVR TRT/COST,,,3
RECODED DRUG TREATMENT,415,377,"NDFLTXILAL, NDMRTSPHR, NDTXTSPHR",NDTRNTSPHR,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C NO TRANSPORTATION,,,3
RECODED DRUG TREATMENT,415,377,"NDFLTXILAL, NDMRWANTD, NDTXWANTD",NDTRNWANTD,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C TRT WNTD NOT OFERD,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRNSTOP, NDTXNSTOP",NDTRNNSTOP,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C NOT READY TO STOP USE,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRPFULL, NDTXPFULL",NDTRNPFULL,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C NO OPENINGS IN PROGRAM,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRDKWHR, NDTXDKWHR",NDTRNDKWHR,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C DIDNT KNOW WHERE TO GO,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRNBRNG, NDTXNBRNG",NDTRNNBRNG,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C NBR HAVE NEG OPIN,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRJOBNG, NDTXJOBNG",NDTRNJOBNG,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C HAVE NEG EFFECT ON JOB,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRNONED, NDTXNONED",NDTRNNONED,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C DIDNT FEEL NEED FOR TRT,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRHANDL, NDTXHANDL",NDTRNHANDL,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C COULD HANDL PRB W/O TRT,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRNOHLP, NDTXNOHLP",NDTRNNOHLP,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C DIDNT THINK WOULD HELP,,,3
RECODED DRUG TREATMENT,416,378,"NDFLTXILAL, NDMRNTIME, NDTXNTIME",NDTRNNTIME,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C DIDNT HAVE TIME,,,3
RECODED DRUG TREATMENT,417,379,"NDFLTXILAL, NDMRFNDOU, NDTXFNDOU",NDTRNFNDOU,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C NOT WANT OTHRS FIND OUT,,,3
RECODED DRUG TREATMENT,417,379,"NDFLTXILAL, NDMRMIMPT, NDTXMIMPT",NDTRNMIMPT,1,RC-FLT ND NO TRT/ADDL TRT PST YR B/C SOME OTHER REASON,"The following variable, NDTRNMIMPT, was assigned a positive response if a respondent felt a need for substance use treatment in the past year (NDFLTXILAL=1) and reported the reason for not receiving treatment or not receiving additional treatment as some other reason than the 14 reasons listed above (NDTXMIMPT or NDMRMIMPT=16-33, 35-69). A negative response was assigned if a respondent felt a need for substance use treatment in the past year (NDFLTXILAL=1) but did not meet the above criteria for some other reason (NDTXMIMPT or NDMRMIMPT not equal to 16-33, 35-69).",,3
HEALTH,418,380,HLTH02,PREGNANT,2,ARE YOU PREGNANT,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about your health and health care. Are you currently pregnant?","NOTE: In the variable HTANSWER, reported preferences to answer in feet and inches or in inches only were combined into a single value. Reported preferences to answer in meters and centimeters or in centimeters only were combined into a single value. This question asks about your height. To answer in feet and inches, press 1. To answer in meters and centimeters, press 2. To answer in inches only, press 3. To answer in centimeters only, press 4. Then press [ENTER] to continue.",7
HEALTH,418,380,HLTH04,HTANSWER1,2,PREFERRED WAY TO REPORT HEIGHT,,"NOTE: HTINCHE2 was recoded to inches from reports of heights in feet and inches, meters and centimeters, or centimeters only. Heights in meters and centimeters first were converted to centimeters. For respondents who chose to report their height in metric units, a conversion factor was applied of 0.393701 inches to 1 centimeter to produce a height in inches. HTINCHE2 was then rounded to the nearest integer and top coded at 75 inches and bottom coded at 55 inches. About how tall are you, without shoes? First, please type in the number of feet, then press [ENTER]. Please type in the number of inches and then press [ENTER]. About how tall are you, without shoes? First, please type in the number of meters, then press [ENTER]. Please type in the number of centimeters and then press [ENTER].",6
HEALTH,418,380,"HLTH05, HLTH06A, HLTH06B, HLTH07, HLTH08A, HLTH08B",HTINCHE21,3,HEIGHT IN INCHES WITHOUT SHOES - RECODE,,,5
HEALTH,419,381,HLTH09,WTANSWER1,2,PREFERRED WAY TO REPORT WEIGHT,"The next question asks about your weight. To answer in pounds, press 1. To answer in kilograms, press 2. Then press [ENTER] to continue.","NOTE: WTPOUND2 was recoded to pounds from reports of weights in kilograms. For respondents who chose to report their weight in kilograms, a conversion factor was applied of 2.20462 pounds to 1 kilogram to produce a weight in pounds. Females aged 12 to 44 who were currently pregnant were asked to report their weight before they got pregnant. WTPOUND2 was then rounded to the nearest integer and top coded at 295 pounds and bottom coded at 75 pounds. About how much do you weigh? Please type in the number of pounds and then press [ENTER]. About how much do you weigh? Please type in the number of kilograms and then press [ENTER]. About how much did you weigh before you got pregnant? Please type in the number of pounds and then press [ENTER]. About how much did you weigh before you got pregnant? Please type in the number of kilograms and then press [ENTER].",6
HEALTH,419,381,"HLTH10, HLTH12, HLTH13, HLTH14",WTPOUND21,3,WEIGHT IN POUNDS - RECODE,,,5
HEALTH,419,381,HLTH16,NMERTMT2,3,# OF TIMES BEEN TREATED IN EMER ROOM PAST 12 MOS,"During the past 12 months, that is since DATEFILL, how many different times have you been treated in an emergency room for any reason?",,5
HEALTH,419,381,HLTH17,INHOSPYR,2,STAYED OVERNIGHT AS INPNT IN HOSP PAST 12 MOS,"During the past 12 months, have you stayed overnight or longer as an inpatient in a hospital?",,6
HEALTH,420,382,HLTH18,NMNGTHS2,3,# NIGHTS STAYED IN HOSPITAL OVERNIGHT OR LONGER,"During the past 12 months, how many nights were you an inpatient in a hospital?",,7
HEALTH,420,382,HLTH19,NMVSOPT2,3,# OUTPATIENT VISITS PAST 12 MOS - RECODE,"During the past 12 months, how many times have you visited a doctor, nurse, physician assistant or nurse practitioner about your own health at a doctor’s office, a clinic, or some other place?",,9
HEALTH,420,382,HLTH19DK,NMVSOEST,2,# TIMES VISITED DR ABOUT OWN HEALTH PST YR,"What is your best guess of how many times you have visited a doctor, nurse, physician assistant or nurse practitioner about your own health at a doctor’s office, a clinic, or some other place in the past 12 months?",,13
HEALTH,420,382,HLTHTELE,TELEAPTYR,2,TALK TO DOC ABOUT HEALTH OVER PHONE/EMAIL/VIDEO PST 12 MOS,"During the past 12 months, have you talked to a doctor, physician assistant, or nurse practitioner about your own health over the phone, by email, or through video calling instead of going to an in-person appointment?",,6
HEALTH,421,383,HLTH20A,HPUSETOB,2,HEALTH PROF ASKED PST 12 MOS: TOBACCO USE,"During the past 12 months, did any doctor or other health care professional ask, either in person or on a form, if you: a. Smoke cigarettes or use any other tobacco products?",,7
HEALTH,421,383,HLTH20B,HPUSEALC,2,HEALTH PROF ASKED PST 12 MOS: ALCOHOL USE,b. Drink alcohol?,,7
HEALTH,421,383,HLTH20C,HPUSEDRG,2,HEALTH PROF ASKED PST 12 MOS: DRUG USE,c. Use marijuana or other illegal drugs?,"NOTE: If respondents reported that they last smoked cigarettes, used smokeless tobacco, or smoked cigars more than 12 months prior to their interview date and they did not smoke pipe tobacco in the past 30 days (or never smoked pipe tobacco), codes of 93 in HPQTTOB indicate that these respondents had not used tobacco products in the past 12 months. Respondents who smoked tobacco in a pipe in their lifetime were asked whether they did so in the past 30 days but they were not asked whether they smoked tobacco in a pipe more than 30 days ago but within the past 12 months. If respondents reported never using tobacco products or not using them in the past 12 months (including not smoking tobacco in a pipe in the past 30 days) and also that they did not have any health care visits in the past 12 months (emergency room visits, overnight hospitalizations, or outpatient visits, or telehealth encounters), indication that these respondents had not used tobacco products in the past 12 months or in their lifetime (as indicated by codes of 91 or 93) took precedence over assignment of codes to indicate that these respondents did not have any health care visits in the past 12 months. Codes of 99 in HPQTTOB applied to respondents who used tobacco products in the past 12 months or whose status as a tobacco user in the past 12 months was unknown but who did not have any health care visits in the past 12 months. During the past 12 months, did any doctor or other health care professional advise you to quit smoking cigarettes or quit using any other tobacco products?",7
HEALTH,422,384,HLTH21,HPQTTOB,2,HEALTH PROF ADVISED YOU TO QUIT TOBACCO USE,,"NOTE: In HPALCAMT, HPALCFRQ, HPALCPRB, HPALCCUT, HPALCTX, and HPALCNOT, if respondents reported never using alcohol or not using it in the past 12 months and also that they did not have any health care visits in the past 12 months (emergency room visits, overnight hospitalizations, outpatient visits, or telehealth encounters), indication that respondents never used alcohol or did not use it in the past 12 months (as indicated by codes of 91 or 93) took precedence over assignment of codes to indicate that these respondents did not have any health care visits in the past 12 months. Codes of 99 in these variables applied to respondents who used alcohol in the past 12 months or whose status as a past year alcohol user was unknown but who did not have any health care visits in the past 12 months. Please think about all of the talks you have had with a doctor or other health care professional during the past 12 months when you answer this question. Choose the statement or statements below that describe any discussions you may have had in person with a doctor or other health professional about your alcohol use. Please think about [VISITFILL] during the past 12 months when you answer this question. Choose the statement or statements below that describe any discussion you may have had in person with a doctor or other health professional about your alcohol use. To select more than one statement, press the space bar between each number you type. When you have finished, press [ENTER].",9
HEALTH,422,384,HLTH221,HPALCAMT,2,DOCTOR ASKED HOW MUCH YOU DRINK,,,9
HEALTH,423,385,HLTH222,HPALCFRQ,2,DOCTOR ASKED HOW OFTEN YOU DRINK,,,9
HEALTH,423,385,HLTH223,HPALCPRB,2,DOCTOR ASKED IF ANY DRINKING PROBS,,,8
HEALTH,423,385,HLTH224,HPALCCUT,2,DOCTOR ADVISED YOU TO CUT DOWN ON DRINKING,,,8
HEALTH,423,385,HLTH225,HPALCTX,2,DOCTOR OFFERED INFO ABOUT ALCOHOL TREATMT,,,8
HEALTH,423,385,HLTH226,HPALCNOT,2,DOCTOR DIDNT DISCUSS MY ALCOHOL USE WITH ME,,"NOTE: In HPDRGTALK, if respondents reported never using marijuana, cocaine (including crack), heroin, hallucinogens, inhalants, or methamphetamine or not using these substances in the past 12 months and also that they did not have any health care visits in the past 12 months (emergency room visits, overnight hospitalizations, outpatient visits, or telehealth encounters), indication that respondents never used these drugs or last used any of them more than 12 months ago (as indicated by codes of 91 or 93) took precedence over assignment of codes to indicate that these respondents did not have any health care visits in the past 12 months. Codes of 99 in HPDRGTALK applied to respondents who used any of these drugs in the past 12 months or whose status as a past year user was unknown but who did not have any health care visits in the past 12 months. During the past 12 months, did any doctor or other health care professional talk to you about your use of [MARIJUANA/COCAINE/CRACK/HEROIN/INHALANTS/HALLUCINOGENS/METHAMPHETAMINE]?",7
HEALTH,424,386,HLTH23,HPDRGTALK,2,HEALTH PROF DISCUSSED MY DRUG USE WITH ME,,,9
HEALTH,424,386,HLTH24,STDANYYR1,2,HAD SEXUALLY TRANSMITTED DISEASE PST 12 MOS,"These next questions are about certain medical conditions. During the past 12 months, did you have a sexually transmitted disease such as chlamydia, gonorrhea, herpes or syphilis?",,6
HEALTH,424,386,HLTH2501,HRTCONDEV1,2,EVER TOLD HAD HEART CONDITION,"Below is a list of health conditions that you may have had during your lifetime. Please read the list and type in the numbers of all of the conditions that a doctor or other health care professional has ever told you that you had. To select more than one condition, press the space bar between each number you type. When you have finished, press [ENTER].",,7
HEALTH,424,386,HLTH2502,DIABETEVR1,2,EVER TOLD HAD DIABETES/SUGAR DIABETES,,,7
HEALTH,425,387,HLTH2503,COPDEVER1,2,EVER TOLD HAD CHRONIC BRONCHITIS OR COPD,,,7
HEALTH,425,387,HLTH2504,CIRROSEVR1,2,EVER TOLD HAD CIRRHOSIS OF THE LIVER,,,7
HEALTH,425,387,HLTH2505,HEPBCEVER1,2,EVER TOLD HAD HEPATITIS B OR C,,,7
HEALTH,425,387,HLTH2506,KIDNYDSEV1,2,EVER TOLD HAD KIDNEY DISEASE,,,7
HEALTH,425,387,HLTH2507,ASTHMAEVR1,2,EVER TOLD HAD ASTHMA,,,7
HEALTH,425,387,HLTH2508,HIVAIDSEV1,2,EVER TOLD HAD HIV OR AIDS,,,7
HEALTH,426,388,HLTH2509,CANCEREVR1,2,EVER TOLD HAD CANCER,,,7
HEALTH,426,388,HLTH2510,HIGHBPEVR1,2,EVER TOLD HAD HIGH BLOOD PRESSURE,,,7
HEALTH,426,388,HLTH2511,NONABOVEV1,2,NEVER HAD ANY OF THESE CONDITIONS,,,6
HEALTH,426,388,HLTH2601,CABLADDER1,2,TYPE OF CANCER: BLADDER,"What kind of cancer was it? Enter all that apply. To select more than one category, press the space bar between the numbers. When you have finished, press [ENTER].",,7
HEALTH,426,388,"HLTH2602, HLTH2612, HLTH2615",CABLOLEULYM,2,TYPE OF CANCER: BLOOD/LEUKEMIA/LYMPHOMA,,,7
HEALTH,426,388,"HLTH2603, HLTH2604, HLTH2624, HLTH2630",CAOTHER2,2,TYPE OF CANCER: OTHER,,,7
HEALTH,427,389,HLTH2605,CABREAST1,2,TYPE OF CANCER: BREAST,,,7
HEALTH,427,389,HLTH2606,CACERVIX1,2,TYPE OF CANCER: CERVIX (FEMALES ONLY),,,6
HEALTH,427,389,"HLTH2607, HLTH2621",CACOLNRECT,2,TYPE OF CANCER: COLON/RECTUM,,,7
HEALTH,427,389,"HLTH2608, HLTH2625",CAESOPSTOM,2,TYPE OF CANCER: ESOPHAGUS/STOMACH,,,7
HEALTH,427,389,"HLTH2609, HLTH2613, HLTH2619",CAGALLIVPAN,2,TYPE OF CANCER: GALLBLADDER/LIVER/PANCREAS,,,7
HEALTH,427,389,HLTH2610,CAKIDNEY1,2,TYPE OF CANCER: KIDNEY,,,7
HEALTH,428,390,"HLTH2611, HLTH2614",CALARYLUNG,2,TYPE OF CANCER: LARYNX/WINDPIPE/LUNG,,,7
HEALTH,428,390,HLTH2616,CAMELANOM1,2,TYPE OF CANCER: MELANOMA,,,7
HEALTH,428,390,"HLTH2617, HLTH2627",CAMOUTTHRO,2,TYPE OF CANCER: MOUTH/TONGUE/LIP/THROAT/PHARYNX,,,7
HEALTH,428,390,HLTH2618,CAOVARY1,2,TYPE OF CANCER: OVARY (FEMALES ONLY),,,6
HEALTH,428,390,"HLTH2620, HLTH2626",CAPROSTEST,2,TYPE OF CANCER: PROSTATE/TESTIS (MALES ONLY),,,7
HEALTH,428,390,HLTH2622,CASKINOTH1,2,TYPE OF CANCER: SKIN (NOT MELANOMA),,,7
HEALTH,429,391,HLTH2623,CASKINDK1,2,TYPE OF CANCER: SKIN DON'T KNOW WHICH KIND,,,7
HEALTH,429,391,HLTH2628,CATHYROID1,2,TYPE OF CANCER: THYROID,,,7
HEALTH,429,391,HLTH2629,CAUTERUS1,2,TYPE OF CANCER: UTERUS (FEMALES ONLY),,NOTE: The question corresponding to CANCERYR was skipped if respondents reported first being diagnosed with any form of cancer at their current age because it could be logically inferred that they had cancer in the past year. Did you have cancer during the past 12 months?,6
HEALTH,429,391,HLTH29,CANCERYR1,2,HAD ANY CANCER PAST 12 MONTHS,,"NOTE: The variables HRTCONDAG, DIABETEAG, COPDAGE, CIRROSAGE, HEPBAGE, KIDNYDSAG, ASTHMAAGE, HIVAIDSAG, and HIGHBPAGE represent the ages when specific health conditions other than cancer were first diagnosed. Beginning in 2016, the questions instructed respondents to enter 1 if they were diagnosed before they were 1 year old. In 2016, however, respondents were still allowed to enter 0 for the age when they were first diagnosed. Beginning in 2017, a response of 0 is no longer allowed. How old were you when your heart condition or heart disease was first diagnosed?",7
